datadate,year,tic,conm,cik,conml
31dec2012,2012,"TLN","TALEN ENERGY CORP","0001622536","Talen Energy Corp"
31dec2012,2012,"CCI","CROWN CASTLE INTL CORP","0001051470","Crown Castle International Corp"
31dec2016,2016,"FCAU","FIAT CHRYSLER AUTOMOBILES NV","","Fiat Chrysler Automobiles NV"
31dec2013,2013,"RJETQ","REPUBLIC AIRWAYS HLDGS INC","0001159154","Republic Airways Holdings Inc"
31dec2010,2010,"YZCAY","YANZHOU COAL MINING CO LTD","0001048098","Yanzhou Coal Mining Co Ltd"
31mar2002,2001,"AGYS","AGILYSYS INC","0000078749","Agilysys Inc"
31dec2009,2009,"EMN","EASTMAN CHEMICAL CO","0000915389","Eastman Chemical Co"
31dec2009,2009,"DD.2","DU PONT (E I) DE NEMOURS","0000030554","E. I. du Pont de Nemours and Co"
31oct2014,2014,"AVGO","BROADCOM INC","0001730168","Broadcom Inc"
31dec2001,2001,"UL","UNILEVER PLC","0000217410","Unilever PLC"
31dec2001,2001,"UNUL.CM","UNILEVER GROUP (GBP)","","Unilever Group (GBP)"
31mar2012,2011,"RL","RALPH LAUREN CORP","0001037038","Ralph Lauren Corp"
31dec2016,2016,"ABT","ABBOTT LABORATORIES","0000001800","Abbott Laboratories"
31dec2001,2001,"ELNK","EARTHLINK HOLDINGS CORP","0001102541","EarthLink Holdings Corp"
31dec2010,2010,"FRFHF","FAIRFAX FINANCIAL HOLDINGS","0000915191","Fairfax Financial Holdings Ltd"
31dec2006,2006,"AHMIQ","AMERICAN HOME MTG INVT CORP","0001256536","American Home Mortgage Investment Corp"
31dec2006,2006,"OXY","OCCIDENTAL PETROLEUM CORP","0000797468","Occidental Petroleum Corp"
31dec2004,2004,"CHL","CHINA MOBILE LTD","0001117795","China Mobile Ltd"
31dec2008,2008,"CBRE","CBRE GROUP INC","0001138118","CBRE Group Inc"
31dec2007,2007,"SWY","SAFEWAY INC","0000086144","Safeway Inc"
30jun2006,2006,"AMCR","AMCOR PLC","0001748790","Amcor Plc"
31dec2011,2011,"BA","BOEING CO","0000012927","Boeing Co"
31dec2016,2016,"PM","PHILIP MORRIS INTERNATIONAL","0001413329","Philip Morris International Inc"
31dec2012,2012,"RTX","RAYTHEON TECHNOLOGIES CORP","0000101829","Raytheon Technologies Corp"
30jun2003,2003,"WINN","WINN-DIXIE STORES INC","0000107681","Winn-Dixie Stores Inc."
31mar2005,2004,"ICAGY","INTL CONSOL AIRLINES GROUP","0000809023","International Consolidated Airlines Group SA"
31dec2015,2015,"KNBWY","KIRIN HOLDINGS CO LTD","0000800901","Kirin Holdings Co Ltd"
31dec2010,2010,"MRX","MEDICIS PHARMACEUT CP  -CL A","0000859368","Medicis Pharmaceutical Corp"
31dec2016,2016,"FMBI","FIRST MIDWEST BANCORP INC","0000702325","First Midwest Bancorp Inc"
31dec2003,2003,"HON","HONEYWELL INTERNATIONAL INC","0000773840","Honeywell International Inc"
31dec2009,2009,"BAP","CREDICORP LTD","0001001290","Credicorp Ltd"
31dec2005,2005,"CPF","CENTRAL PACIFIC FINANCIAL CP","0000701347","Central Pacific Financial Corp."
31dec2012,2012,"PEG3","PSEG POWER LLC","0001158659","PSEG Power LLC"
31dec2015,2015,"ANSS","ANSYS INC","0001013462","ANSYS Inc"
30sep2015,2015,"MNKKQ","MALLINCKRODT PLC","0001567892","Mallinckrodt Plc"
30sep2010,2010,"ABC","AMERISOURCEBERGEN CORP","0001140859","AmerisourceBergen Corp"
30jun2012,2012,"AMCR","AMCOR PLC","0001748790","Amcor Plc"
31dec2013,2013,"AEE","AMEREN CORP","0001002910","Ameren Corp"
31dec2014,2014,"LOGM","LOGMEIN INC","0001420302","LogMeIn Inc"
31dec2010,2010,"FWLT","FOSTER WHEELER AG","0001130385","Foster Wheeler AG"
31dec2012,2012,"CYT.1","CYTEC INDUSTRIES INC","0000912513","Cytec Industries Inc."
31dec2003,2003,"VZ18","VERIZON NEW YORK INC","0000071689","Verizon New York Inc"
31dec2008,2008,"AVP","AVON PRODUCTS","0000008868","Avon Products Inc."
31dec2003,2003,"STJ","ST JUDE MEDICAL INC","0000203077","St. Jude Medical Inc."
31dec2006,2006,"BMNM","BIMINI CAPITAL MANAGEMENT","0001275477","Bimini Capital Management Inc"
31dec2010,2010,"HLTOY","OTE - HELLENIC TELECOM ORG","0001071672","Hellenic Telecommunications Organizations OTE"
31dec2004,2004,"UPMMY","UPM-KYMMENE CORP","0001089642","Upm-Kymmene Corp"
31dec2011,2011,"TAL.2","TAL INTERNATIONAL GROUP INC","0001331745","TAL International Group Inc"
31dec2015,2015,"FNB","F N B CORP/FL","0000037808","F.N.B. Corp"
31dec2016,2016,"NBR","NABORS INDUSTRIES LTD","0001163739","Nabors Industries Ltd"
31dec2016,2016,"SHI","SINOPEC SHANGHAI PETROCHEM","0000908732","Sinopec Shanghai Petrochemical Co Ltd"
31dec2016,2016,"FTNT","FORTINET INC","0001262039","Fortinet Inc"
31dec2009,2009,"ISRG","INTUITIVE SURGICAL INC","0001035267","Intuitive Surgical Inc"
31dec2010,2010,"ACOR","ACORDA THERAPEUTICS INC","0001008848","Acorda Therapeutics Inc"
31dec2015,2015,"EGBN","EAGLE BANCORP INC/MD","0001050441","Eagle Bancorp Inc"
31jan2007,2006,"SKS","SAKS INC","0000812900","Saks Inc"
31mar2008,2007,"ICAGY","INTL CONSOL AIRLINES GROUP","0000809023","International Consolidated Airlines Group SA"
31dec2013,2013,"SOHU","SOHU COM LTD","0001734107","Sohu.com Ltd"
28feb2007,2006,"RHT","RED HAT INC","0001087423","Red Hat Inc"
31dec2007,2007,"ACAS","AMERICAN CAPITAL LTD","0000817473","American Capital Ltd"
31dec2016,2016,"LOGM","LOGMEIN INC","0001420302","LogMeIn Inc"
31dec2014,2014,"TXN","TEXAS INSTRUMENTS INC","0000097476","Texas Instruments Inc"
31dec2008,2008,"LPL","LG DISPLAY CO LTD","0001290109","LG Display Co Ltd"
31dec2012,2012,"NEE","NEXTERA ENERGY INC","0000753308","NextEra Energy Inc"
31dec2014,2014,"STBZ","STATE BANK FINANCIAL CORP","0001497275","State Bank Financial Corp"
31dec2007,2007,"D","DOMINION ENERGY INC","0000715957","Dominion Energy Inc"
31dec2002,2002,"MUSA.1","METALS USA INC","0001038363","Metals USA Inc"
31dec2002,2002,"CHIR.1","CHIRON CORP","0000706539","Chiron Corp"
31dec2015,2015,"DNOW","NOW INC","0001599617","NOW Inc"
31dec2001,2001,"3PHYCQ","PHYCOR INC","0000881400","Phycor Inc"
31dec2007,2007,"HCA","HCA HEALTHCARE INC","0000860730","HCA Healthcare Inc"
31aug2013,2013,"MON.1","MONSANTO CO","0001110783","Monsanto Co"
31dec2011,2011,"AMT","AMERICAN TOWER CORP","0001053507","American Tower Corp"
31dec2008,2008,"ATRN.1","ATRINSIC INC -OLD","0001383099","Atrinsic Inc -Old"
31dec2003,2003,"TRI","THOMSON-REUTERS CORP","0001075124","Thomson Reuters Corp"
31dec2003,2003,"ADRNY","KONINKLIJKE AHOLD DELHAIZE","0000854499","Koninklijke Ahold Delhaize NV"
31dec2002,2002,"VRSN","VERISIGN INC","0001014473","Verisign Inc"
31mar2009,2008,"HDB","HDFC BANK LTD","0001144967","H D F C Bank Ltd"
31dec2001,2001,"OIBRQ","OI SA","0001160846","Oi SA"
31dec2009,2009,"AVP","AVON PRODUCTS","0000008868","Avon Products Inc."
31mar2003,2002,"EA","ELECTRONIC ARTS INC","0000712515","Electronic Arts Inc"
30jun2009,2009,"DEO","DIAGEO PLC","0000835403","Diageo PLC"
31dec2014,2014,"GT","GOODYEAR TIRE & RUBBER CO","0000042582","Goodyear Tire & Rubber Co"
31dec2012,2012,"SO","SOUTHERN CO","0000092122","Southern Co (The)"
31dec2001,2001,"IDMCQ","INDYMAC BANCORP INC","0000773468","IndyMac Bancorp Inc."
31dec2004,2004,"OSG","OVERSEAS SHIPHOLDING GROUP","0000075208","Overseas Shipholding Group Inc."
31dec2006,2006,"AMT","AMERICAN TOWER CORP","0001053507","American Tower Corp"
31dec2006,2006,"MAR","MARRIOTT INTL INC","0001048286","Marriott International Inc"
31dec2004,2004,"HAN","HANSON PLC","0001265725","Hanson PLC"
31dec2012,2012,"CYH","COMMUNITY HEALTH SYSTEMS INC","0001108109","Community Health Systems Inc"
31dec2010,2010,"NEM","NEWMONT CORP","0001164727","Newmont Corporation"
31dec2005,2005,"BZLFY","BUNZL PLC","0001072397","Bunzl PLC"
31dec2013,2013,"RVBD","RIVERBED TECHNOLOGY INC","0001357326","Riverbed Technology Inc"
31dec2015,2015,"PGRE","PARAMOUNT GROUP INC","0001605607","Paramount Group Inc"
31dec2008,2008,"CIG","CIA ENERGETICA DE MINAS","0001157557","Companhia Energetica de Minas Gerais CEMIG"
31dec2010,2010,"ISRG","INTUITIVE SURGICAL INC","0001035267","Intuitive Surgical Inc"
30jun2015,2015,"LLTC","LINEAR TECHNOLOGY CORP","0000791907","Linear Technology Corp"
31dec2010,2010,"NUVA","NUVASIVE INC","0001142596","NuVasive Inc"
31dec2015,2015,"OHI","OMEGA HEALTHCARE INVS INC","0000888491","Omega Healthcare Investors Inc."
31dec2001,2001,"XTO","XTO ENERGY INC","0000868809","XTO Energy Inc."
31dec2015,2015,"YUANF","FINCERA INC","0001417370","Fincera Inc"
31dec2014,2014,"LTRPA","LIBERTY TRIPADVISOR HOLDINGS","0001606745","Liberty TripAdvisor Holdings Inc"
31dec2016,2016,"PRG","PROG HOLDINGS INC","0001808834","PROG Holdings Inc"
31dec2010,2010,"IVR","INVESCO MORTGAGE CAPITAL INC","0001437071","Invesco Mortgage Capital Inc"
31dec2007,2007,"DRYS","DRYSHIPS INC","0001308858","DryShips Inc"
31dec2002,2002,"NUS","NU SKIN ENTERPRISES  -CL A","0001021561","Nu Skin Enterprises Inc."
31dec2004,2004,"AON","AON PLC","0001808065","Aon plc"
31dec2015,2015,"MRC","MRC GLOBAL INC","0001439095","MRC Global Inc"
31dec2015,2015,"AVDL","AVADEL PHARMACEUTICALS -ADR","0001012477","Avadel Pharmaceuticals plc"
31dec2014,2014,"MRD","MEMORIAL RESOURCE DEV CORP","0001599222","Memorial Resource Development Corp"
31dec2001,2001,"3NSRGY","NESTLE SA/AG","0000800921","Nestle SA, Cham Und Vevey"
31dec2010,2010,"CHKP","CHECK POINT SOFTWARE TECHN","0001015922","Check Point Software Technologies Ltd"
31dec2005,2005,"IHG","INTERCONTINENTAL HOTELS GRP","0000858446","Intercontinental Hotels Group PLC"
31dec2014,2014,"MUSA","MURPHY USA INC","0001573516","Murphy USA Inc"
31mar2017,2016,"TLKGY","TELKOM SA SOC LTD","0001214299","Telkom SA SOC Ltd"
31dec2005,2005,"DAN","DANA INC","0000026780","Dana Inc"
31dec2010,2010,"CBI","CHICAGO BRIDGE & IRON CO","0001027884","Chicago Bridge & Iron Co. NV"
31dec2002,2002,"WWY","WRIGLEY (WM) JR CO","0000108601","Wm. Wrigley Jr. Co"
31dec2004,2004,"CZR.2","CAESARS ENTERTAINMENT -OLD","0001070794","Caesars Entertainment Inc -OLD"
31jan2011,2010,"LDOS","LEIDOS HOLDINGS INC","0001336920","Leidos Holdings Inc"
31dec2003,2003,"AFG","AMERICAN FINANCIAL GROUP INC","0001042046","American Financial Group Inc"
31jan2011,2010,"HD","HOME DEPOT INC","0000354950","Home Depot Inc. (The)"
31dec2015,2015,"QLIK","QLIK TECHNOLOGIES INC","0001305294","Qlik Technologies Inc"
30apr2014,2013,"MDT","MEDTRONIC PLC","0001613103","Medtronic PLC"
31dec2015,2015,"LOGM","LOGMEIN INC","0001420302","LogMeIn Inc"
31dec2014,2014,"CNHI","CNH INDUSTRIAL NV","0001567094","CNH Industrial N.V."
31dec2014,2014,"NOG","NORTHERN OIL & GAS INC","0001104485","Northern Oil and Gas Inc"
31dec2004,2004,"TCLRY","TECHNICOLOR SA","0001080259","Technicolor SA"
31dec2014,2014,"AM.2","ANTERO MIDSTREAM PARTNERS LP","0001598968","Antero Midstream Partners LP"
31dec2007,2007,"ESFYY","ESPIRITO SANTO FINANCIAL GRP","0000906522","Espirito SAnto Financial Group S.A."
31dec2016,2016,"8135A","REVLON CONSUMER PRODUCTS CP","0000890547","Revlon Consumer Products Corp"
30sep2011,2011,"FFIV","F5 NETWORKS INC","0001048695","F5 Networks Inc"
31dec2014,2014,"REV","REVLON INC  -CL A","0000887921","Revlon Inc."
31dec2014,2014,"CSFL","CENTERSTATE BANK CORP","0001102266","CenterState Bank Corp"
31dec2003,2003,"GLBC","GLOBAL CROSSING LTD","0001061322","Global Crossing Ltd"
28feb2005,2004,"GAPTQ","GREAT ATLANTIC & PAC TEA CO","0000043300","Great Atlantic & Pacific Tea Co Inc. (The)"
31dec2001,2001,"STJ","ST JUDE MEDICAL INC","0000203077","St. Jude Medical Inc."
31dec2007,2007,"NVR","NVR INC","0000906163","NVR Inc."
31dec2001,2001,"CMI","CUMMINS INC","0000026172","Cummins Inc."
30apr2007,2006,"NTAP","NETAPP INC","0001002047","NetApp Inc"
31dec2009,2009,"ORLY","O'REILLY AUTOMOTIVE INC","0000898173","O'Reilly Automotive Inc"
31mar2010,2009,"SSEZY","SCOTTISH & SOUTHERN ENERGY","0000877024","Scottish and Southern Energy PLC"
31dec2010,2010,"NTES","NETEASE INC","0001110646","Netease Inc"
31dec2001,2001,"RAI","REYNOLDS AMERICAN INC","0001275283","Reynolds American Inc"
31dec2014,2014,"VVUSQ","VIVUS INC","0000881524","VIVUS Inc"
31aug2004,2004,"SLR","SOLECTRON CORP","0000835541","Solectron Corp"
31dec2015,2015,"ISRG","INTUITIVE SURGICAL INC","0001035267","Intuitive Surgical Inc"
31dec2008,2008,"SEPR","SEPRACOR INC","0000877357","Sepracor Inc."
31dec2008,2008,"NVR","NVR INC","0000906163","NVR Inc."
31dec2014,2014,"TCBI","TEXAS CAPITAL BANCSHARES INC","0001077428","Texas Capital Bancshares Inc"
31dec2012,2012,"NI","NISOURCE INC","0001111711","NiSource Inc"
31dec2001,2001,"TWRI","TRENDWEST RESORTS INC","0001021252","Trendwest Resorts Inc"
31jan2002,2001,"DELL","DELL TECHNOLOGIES INC","0001571996","Dell Technologies Inc"
31dec2016,2016,"8844B","ABBEY NATL TREASURY SVCS PLC","0000931061","Abbey National Treasury Services plc"
31dec2007,2007,"ME.2","MARINER ENERGY INC","0001022345","Mariner Energy Inc"
31dec2015,2015,"AA","ALCOA CORP","0001675149","Alcoa Corp"
31dec2015,2015,"AXLL","AXIALL CORP","0000805264","Axiall Corp"
31dec2006,2006,"SRE2","SOUTHERN CALIFORNIA GAS CO","0000092108","Southern California Gas Co"
31dec2006,2006,"SRE1","PACIFIC ENTERPRISES INC","0000075527","Pacific Enterprises Inc"
31dec2001,2001,"MERQ","MERCURY INTERACTIVE CORP","0000867058","Mercury Interactive Corp"
31aug2002,2002,"JBL","JABIL INC","0000898293","Jabil Inc"
31dec2015,2015,"CEQP","CRESTWOOD EQUITY PARTNERS LP","0001136352","Crestwood Equity Partners LP"
31dec2015,2015,"ABCB","AMERIS BANCORP","0000351569","Ameris Bancorp"
31dec2009,2009,"ALR","ALERE INC","0001145460","Alere Inc"
31dec2014,2014,"BRFS","BRF SA","0001122491","BRF SA"
31dec2012,2012,"FNFG","FIRST NIAGARA FINANCIAL GRP","0001051741","First Niagara Financial Group Inc"
31dec2007,2007,"TECU","TECUMSEH PRODUCTS CO","0000096831","Tecumseh Products Co"
31dec2011,2011,"DHR","DANAHER CORP","0000313616","Danaher Corp"
31dec2003,2003,"THX","HOUSTON EXPLORATION CO","0001015293","Houston Exploration Company (The)"
31dec2011,2011,"PEG1","PUBLIC SERVICE ELEC & GAS CO","0000081033","Public Service Electric & Gas Co"
31dec2005,2005,"GNW","GENWORTH FINANCIAL INC","0001276520","Genworth Financial Inc"
31jan2017,2016,"WDAY","WORKDAY INC","0001327811","Workday Inc"
31dec2008,2008,"LAD","LITHIA MOTORS INC  -CL A","0001023128","Lithia Motors Inc."
31dec2012,2012,"ANSS","ANSYS INC","0001013462","ANSYS Inc"
31dec2007,2007,"DTE","DTE ENERGY CO","0000936340","DTE Energy Co"
31dec2006,2006,"DFODQ","DEAN FOODS CO","0000931336","Dean Foods Co"
31dec2008,2008,"ORI","OLD REPUBLIC INTL CORP","0000074260","Old Republic International Corp"
31dec2013,2013,"CAI","CAI INTERNATIONAL INC","0001388430","CAI International Inc"
31dec2011,2011,"ARR","ARMOUR RESIDENTIAL REIT INC","0001428205","Armour Residential REIT Inc"
31dec2006,2006,"DD.2","DU PONT (E I) DE NEMOURS","0000030554","E. I. du Pont de Nemours and Co"
31dec2015,2015,"TRUE","TRUECAR INC","0001327318","TrueCar Inc"
31dec2006,2006,"SAF.3","SAFECO CORP","0000086104","Safeco Corp"
31dec2014,2014,"BBVA1","BBVA COMPASS BANCSHARES INC","0001409775","BBVA Compass Bancshares Inc"
31dec2006,2006,"KYPH","KYPHON INC","0001123313","Kyphon Inc"
31jan2012,2011,"ANF","ABERCROMBIE & FITCH  -CL A","0001018840","Abercrombie & Fitch Co."
31oct2012,2012,"NAV","NAVISTAR INTERNATIONAL CORP","0000808450","Navistar International Corp"
31dec2001,2001,"UONEK","URBAN ONE INC","0001041657","Urban One Inc"
31dec2014,2014,"CMCM","CHEETAH MOBILE INC  -ADR","0001597835","Cheetah Mobile Inc"
31dec2016,2016,"MO","ALTRIA GROUP INC","0000764180","Altria Group Inc"
31dec2005,2005,"NS","NUSTAR ENERGY LP","0001110805","NuStar Energy LP"
31dec2016,2016,"MEC1","MIDAMERICAN ENERGY CO","0000928576","Midamerican Energy Co"
31dec2006,2006,"ANSS","ANSYS INC","0001013462","ANSYS Inc"
30apr2008,2007,"HDLM","HANDLEMAN CO","0000314727","Handleman Co"
31dec2005,2005,"TNE","TELE NORTE LESTE PARTICIPACO","0001066113","Tele Norte Leste Participacoes SA, Brazil"
31dec2008,2008,"CPL","CPFL ENERGIA SA","0001300482","CPFL Energia SA"
30jun2010,2010,"BZZT.1","BILLITON PLC","0001171264","Billiton PLC"
30jun2010,2010,"BHP","BHP GROUP LTD","0000811809","BHP Group Ltd"
31dec2007,2007,"3WCPSF","WORLD COLOR PRESS INC","0001003470","World Color Press Inc"
31dec2016,2016,"PEP","PEPSICO INC","0000077476","PepsiCo Inc"
31jan2013,2012,"CPPRQ","OLD COPPER CO INC","0001166126","Old COPPER Company Inc"
31oct2001,2001,"DE1","DEERE (JOHN) CAPITAL CORP","0000027673","Deere (John) Capital Corp"
31dec2016,2016,"DNOW","NOW INC","0001599617","NOW Inc"
31dec2011,2011,"CNP3","CENTERPOINT ENERGY RES CORP","0001042773","Centerpoint Energy Resources Corp"
31aug2009,2009,"SCHN","SCHNITZER STEEL INDS  -CL A","0000912603","Schnitzer Steel Industries Inc"
30jun2012,2012,"DEO","DIAGEO PLC","0000835403","Diageo PLC"
31dec2013,2013,"TLN","TALEN ENERGY CORP","0001622536","Talen Energy Corp"
31dec2013,2013,"ROSE.3","ROSETTA RESOURCES INC","0001340282","Rosetta Resources Inc"
31dec2006,2006,"GENZ","GENZYME CORP","0000732485","Genzyme Corp"
31dec2005,2005,"RRC","RANGE RESOURCES CORP","0000315852","Range Resources Corp."
31jan2007,2006,"SHLDQ","SEARS HOLDINGS CORP","0001310067","Sears Holdings Corp"
31dec2012,2012,"NUE","NUCOR CORP","0000073309","Nucor Corp"
31dec2009,2009,"UNTD","UNITED ONLINE INC","0001142701","United Online Inc"
31dec2001,2001,"BRP.1","BRASIL TELECOM PARTICIPACOES","0001072797","Brasil Telecom Participacoes SA, Brasil"
31mar2003,2002,"BKRIY","BANK OF IRELAND GROUP PLC","0001715773","Bank Of Ireland Group Plc"
31dec2002,2002,"LVLT","LEVEL 3 COMMUNICATIONS INC","0000794323","Level 3 Communications Inc"
31dec2016,2016,"SNN","SMITH & NEPHEW PLC","0000845982","Smith & Nephew PLC"
31dec2016,2016,"DLAKY","DEUTSCHE LUFTHANSA AG","0001049724","Deutsche Lufthansa AG"
31dec2012,2012,"WPM","WHEATON PRECIOUS METALS CORP","0001323404","Wheaton Precious Metals Corp"
31dec2008,2008,"EP","EL PASO CORP","0001066107","El Paso Corp"
31dec2014,2014,"NTES","NETEASE INC","0001110646","Netease Inc"
31dec2014,2014,"MCO","MOODY'S CORP","0001059556","Moody's Corp."
31dec2009,2009,"SAP","SAP SE","0001000184","SAP SE"
31dec2016,2016,"BRK2","MIDAMERICAN FUNDING LLC","0001098296","Midamerican Funding LLC"
31dec2001,2001,"ACL.2","ALCON INC- OLD","","Alcon Inc."
31jan2002,2001,"SHLDQ","SEARS HOLDINGS CORP","0001310067","Sears Holdings Corp"
31dec2013,2013,"UCM1","COMMONWEALTH EDISON CO","0000022606","Commonwealth Edison Co"
31dec2012,2012,"CNP","CENTERPOINT ENERGY INC","0001130310","CenterPoint Energy Inc."
31dec2008,2008,"RE","EVEREST RE GROUP LTD","0001095073","Everest Re Group Ltd"
31dec2012,2012,"POM","PEPCO HOLDINGS INC","0001135971","Pepco Holdings Inc."
31aug2004,2004,"SHAW","SHAW GROUP INC","0000914024","Shaw Group Inc. (The)"
31dec2008,2008,"ENDP","ENDO INTERNATIONAL PLC","0001593034","Endo International plc"
31dec2007,2007,"0944B","BOISE CASCADE HOLDINGS LLC","0001317436","Boise Cascade Holdings LLC"
31dec2015,2015,"TSE","TRINSEO PLC","0001519061","Trinseo PLC"
31oct2007,2007,"TOL","TOLL BROTHERS INC","0000794170","Toll Brothers Inc."
31dec2016,2016,"UBS","UBS GROUP AG","0001610520","UBS Group AG"
31dec2016,2016,"ASB","ASSOCIATED BANC-CORP","0000007789","Associated Banc-Corp"
31dec2007,2007,"PRU","PRUDENTIAL FINANCIAL INC","0001137774","Prudential Financial Inc"
31dec2011,2011,"WEN","WENDY'S CO","0000030697","Wendy's Co"
31dec2013,2013,"CRZO","CARRIZO OIL & GAS INC","0001040593","Carrizo Oil & Gas Inc"
31dec2011,2011,"TRV","TRAVELERS COS INC","0000086312","Travelers Companies Inc (The)"
31dec2010,2010,"FTI","TECHNIPFMC PLC","0001681459","TechnipFMC plc"
31dec2010,2010,"PGR","PROGRESSIVE CORP-OHIO","0000080661","Progressive Corp (The)"
30sep2012,2012,"SPPJY","SAPPI LTD","0001072483","Sappi Ltd"
31dec2016,2016,"RUSHA","RUSH ENTERPRISES INC","0001012019","Rush Enterprises Inc"
31dec2014,2014,"TLN","TALEN ENERGY CORP","0001622536","Talen Energy Corp"
31may2016,2015,"PAYX","PAYCHEX INC","0000723531","Paychex Inc."
31dec2007,2007,"CMS","CMS ENERGY CORP","0000811156","CMS Energy Corp"
31oct2008,2008,"SNPS","SYNOPSYS INC","0000883241","Synopsys Inc"
30jun2012,2012,"EXXIQ","ENERGY XXI LTD","0001343719","Energy XXI Ltd"
31dec2007,2007,"MTH","MERITAGE HOMES CORP","0000833079","Meritage Homes Corp"
31dec2003,2003,"SYK","STRYKER CORP","0000310764","Stryker Corp"
31dec2016,2016,"AWI","ARMSTRONG WORLD INDUSTRIES","0000007431","Armstrong World Industries Inc"
31dec2011,2011,"THC","TENET HEALTHCARE CORP","0000070318","Tenet Healthcare Corp"
30jun2013,2013,"TLSYY","TELSTRA CORP LTD","0001046126","Telstra Corporation Ltd"
31dec2007,2007,"SRE","SEMPRA ENERGY","0001032208","Sempra Energy"
29feb2008,2007,"RHT","RED HAT INC","0001087423","Red Hat Inc"
31dec2005,2005,"VIV","TELEFONICA BRASIL SA","0001066119","Telefonica Brasil SA"
31dec2005,2005,"SYT","SYNGENTA AG","0001123661","Syngenta AG, Basel"
31dec2014,2014,"VLEEY","VALEO SE","0000922486","Valeo SE"
29feb2004,2003,"CCTYQ","CIRCUIT CITY STORES INC","0000104599","Circuit City Stores Inc"
31mar2005,2004,"FRX.1","FOREST LABORATORIES  -CL A","0000038074","Forest Laboratories Inc"
31dec2004,2004,"ALE","ALLETE INC","0000066756","ALLETE Inc."
31dec2009,2009,"NRG","NRG ENERGY INC","0001013871","NRG Energy Inc"
30sep2012,2012,"NJR","NEW JERSEY RESOURCES CORP","0000356309","New Jersey Resources Corp"
31dec2010,2010,"HEINY","HEINEKEN NV","0001088753","Heineken NV"
31dec2014,2014,"AAP","ADVANCE AUTO PARTS INC","0001158449","Advance Auto Parts Inc."
31dec2003,2003,"CEPH","CEPHALON INC","0000873364","Cephalon Inc"
31dec2007,2007,"RLGY","REALOGY HOLDINGS CORP","0001398987","Realogy Holdings Corp"
31dec2004,2004,"VMC","VULCAN MATERIALS CO","0001396009","Vulcan Materials Co"
31dec2012,2012,"YNDX","YANDEX N.V.","0001513845","Yandex NV"
31dec2004,2004,"ELUXY","ELECTROLUX AB","0000813810","Electrolux AB"
31dec2009,2009,"PAG","PENSKE AUTOMOTIVE GROUP INC","0001019849","Penske Automotive Group Inc"
